State,Crop,Year,Rainfall,Temperature,Area,Production
Uttar Pradesh,Soybean,2017,132,22,1742,1770
Madhya Pradesh,Bajra,2023,169,24,1735,2761
Rajasthan,Soybean,2016,78,33,1494,1445
Haryana,Maize,2018,147,29,1128,1613
Karnataka,Bajra,2021,206,27,1651,3701
Gujarat,Wheat,2023,174,28,1611,2977
Punjab,Sugarcane,2023,200,20,1417,2565
Gujarat,Bajra,2019,155,35,1643,2922
Maharashtra,Sugarcane,2018,83,27,607,465
Karnataka,Maize,2020,85,26,1575,1210
Gujarat,Sugarcane,2022,139,32,756,1584
Tamil Nadu,Rice,2023,188,33,1595,4157
Karnataka,Bajra,2021,173,23,1166,1588
Punjab,Rice,2016,117,25,1411,1909
Maharashtra,Sugarcane,2022,202,33,552,1286
Karnataka,Wheat,2018,229,23,1201,2398
Gujarat,Maize,2017,107,30,1812,2432
Bihar,Soybean,2016,167,28,1690,3269
Uttar Pradesh,Sugarcane,2021,115,22,1233,1186
Karnataka,Wheat,2021,202,35,1388,3684
Haryana,Wheat,2018,77,29,1751,1475
Uttar Pradesh,Wheat,2015,152,26,945,1375
Tamil Nadu,Wheat,2015,232,21,624,988
Karnataka,Bajra,2015,237,29,1628,4647
Gujarat,Bajra,2022,246,26,1823,4291
Tamil Nadu,Maize,2019,111,23,1812,1783
Uttar Pradesh,Sugarcane,2022,72,28,1957,1670
Maharashtra,Sugarcane,2021,114,29,1413,1788
Rajasthan,Soybean,2022,247,23,559,1156
Uttar Pradesh,Bajra,2016,85,22,1436,1166
Tamil Nadu,Wheat,2021,110,30,507,606
Rajasthan,Wheat,2017,79,26,1482,1326
Karnataka,Maize,2018,138,30,746,1030
Tamil Nadu,Rice,2019,135,22,611,644
Tamil Nadu,Soybean,2022,229,24,1399,2770
Uttar Pradesh,Soybean,2016,235,21,1309,2435
Gujarat,Soybean,2016,175,30,847,1852
Karnataka,Wheat,2020,247,27,1495,3706
Rajasthan,Maize,2020,238,26,1894,4812
Tamil Nadu,Rice,2019,168,33,992,2417
Uttar Pradesh,Wheat,2018,180,23,933,1753
Karnataka,Bajra,2020,131,32,1517,2455
Gujarat,Soybean,2018,136,23,681,957
Karnataka,Rice,2023,98,26,975,1125
Haryana,Sugarcane,2020,233,29,1587,4368
Tamil Nadu,Wheat,2023,202,20,740,1342
Punjab,Sugarcane,2016,181,33,632,1348
Rajasthan,Bajra,2016,220,27,780,1876
Uttar Pradesh,Rice,2021,112,33,654,780
Uttar Pradesh,Bajra,2017,107,27,1795,2011
Tamil Nadu,Soybean,2022,130,26,772,921
Maharashtra,Wheat,2022,121,21,1160,1234
Madhya Pradesh,Maize,2020,171,32,1024,2382
Rajasthan,Bajra,2023,168,33,1380,3554
Karnataka,Sugarcane,2015,183,22,1842,3558
Maharashtra,Sugarcane,2018,242,33,1055,3860
Tamil Nadu,Bajra,2016,99,26,1750,1701
Rajasthan,Wheat,2020,164,33,1187,2327
Uttar Pradesh,Sugarcane,2017,157,25,1842,2810
Uttar Pradesh,Sugarcane,2016,85,27,1495,1586
Gujarat,Rice,2015,250,21,538,1184
Madhya Pradesh,Rice,2015,243,29,1683,3930
Haryana,Soybean,2015,71,31,1419,1023
Uttar Pradesh,Maize,2023,203,20,1291,1775
Madhya Pradesh,Maize,2017,183,33,970,2507
Maharashtra,Sugarcane,2022,135,30,566,994
Uttar Pradesh,Maize,2017,147,33,1106,2171
Uttar Pradesh,Rice,2018,185,24,1174,2231
Tamil Nadu,Rice,2018,159,32,971,2178
Bihar,Soybean,2017,231,20,1711,3154
Haryana,Maize,2023,131,29,1462,2281
Haryana,Wheat,2022,196,35,651,1554
Haryana,Wheat,2015,143,21,765,1073
Karnataka,Rice,2022,93,29,657,844
Tamil Nadu,Sugarcane,2020,199,22,946,1350
Uttar Pradesh,Rice,2020,73,30,1352,1361
Maharashtra,Wheat,2016,132,22,911,1069
Rajasthan,Rice,2017,242,35,1128,3701
Madhya Pradesh,Wheat,2019,196,25,1587,2869
Uttar Pradesh,Soybean,2020,207,33,1112,3054
Tamil Nadu,Bajra,2015,151,35,614,1252
Bihar,Wheat,2020,154,34,1729,4321
Maharashtra,Soybean,2020,139,20,1952,2243
Karnataka,Rice,2020,209,25,1597,2932
Uttar Pradesh,Maize,2018,128,31,1650,3085
Haryana,Rice,2017,124,34,781,1465
Tamil Nadu,Sugarcane,2015,112,24,952,923
Madhya Pradesh,Rice,2015,130,30,1567,2707
Punjab,Sugarcane,2019,234,21,875,1978
Tamil Nadu,Wheat,2022,189,23,692,1206
Maharashtra,Rice,2017,114,31,777,1039
Tamil Nadu,Bajra,2015,206,26,1602,2974
Uttar Pradesh,Soybean,2017,220,30,1449,4121
Bihar,Maize,2017,89,23,643,571
Rajasthan,Rice,2020,248,25,1384,3641
Madhya Pradesh,Sugarcane,2023,98,31,1683,2073
Rajasthan,Bajra,2018,227,24,1754,3590
Karnataka,Maize,2020,127,24,1366,1734
Madhya Pradesh,Sugarcane,2021,101,28,1310,1257
Punjab,Soybean,2016,90,33,882,866
Karnataka,Maize,2023,178,24,1107,2121
Gujarat,Bajra,2021,76,29,1445,1140
Haryana,Soybean,2019,230,28,1628,3901
Tamil Nadu,Rice,2019,74,22,1095,594
Punjab,Bajra,2023,120,23,634,585
Tamil Nadu,Wheat,2018,137,26,1184,1551
Tamil Nadu,Maize,2022,202,28,1525,3736
Madhya Pradesh,Wheat,2018,170,26,1321,2586
Tamil Nadu,Bajra,2023,206,24,849,1901
Haryana,Sugarcane,2020,122,27,840,1096
Haryana,Sugarcane,2015,159,35,752,1592
Bihar,Wheat,2022,139,21,982,978
Uttar Pradesh,Soybean,2019,129,28,1710,2179
Haryana,Maize,2020,145,33,757,1199
Karnataka,Bajra,2017,164,29,1890,2926
Tamil Nadu,Wheat,2020,92,28,625,749
Maharashtra,Bajra,2018,79,24,982,715
Karnataka,Wheat,2021,193,21,776,1274
Karnataka,Sugarcane,2018,172,32,894,2092
Bihar,Sugarcane,2016,247,31,1499,3782
Bihar,Maize,2023,213,22,750,1594
Maharashtra,Maize,2017,221,33,1551,5209
Gujarat,Sugarcane,2015,98,30,554,641
Bihar,Maize,2019,74,29,658,500
Bihar,Soybean,2023,196,34,1140,2699
Punjab,Rice,2018,109,30,1138,1552
Tamil Nadu,Bajra,2018,113,28,814,873
Uttar Pradesh,Rice,2021,225,25,1745,4379
Tamil Nadu,Rice,2017,178,22,1087,1634
Karnataka,Soybean,2020,125,21,1122,1257
Uttar Pradesh,Sugarcane,2015,231,24,1670,4043
Maharashtra,Soybean,2019,127,35,1730,3626
Rajasthan,Sugarcane,2017,247,28,587,1603
Bihar,Rice,2022,220,28,529,1208
Bihar,Soybean,2022,103,22,673,580
Punjab,Wheat,2023,185,31,1190,2848
Madhya Pradesh,Wheat,2016,192,21,1181,1821
Uttar Pradesh,Bajra,2017,100,28,1116,1296
Haryana,Sugarcane,2020,75,29,1586,1201
Rajasthan,Soybean,2016,96,31,1381,1796
Punjab,Maize,2019,166,28,759,1150
Punjab,Bajra,2020,194,25,1275,2499
Maharashtra,Maize,2017,238,22,1298,2999
Rajasthan,Rice,2017,111,31,664,858
Madhya Pradesh,Soybean,2023,142,22,1206,1319
Karnataka,Maize,2022,77,21,1474,1129
Punjab,Soybean,2015,110,28,975,1202
Bihar,Sugarcane,2015,172,31,500,1204
Maharashtra,Rice,2015,189,20,1236,1934
Rajasthan,Wheat,2017,182,22,1427,1878
Uttar Pradesh,Soybean,2023,105,21,1084,1014
Karnataka,Rice,2015,170,22,1541,1905
Maharashtra,Rice,2019,107,27,1916,2112
Maharashtra,Soybean,2017,198,34,952,2943
Gujarat,Bajra,2018,105,32,1171,1816
Rajasthan,Bajra,2016,178,21,1242,2032
Madhya Pradesh,Soybean,2021,194,23,1264,1837
Rajasthan,Soybean,2020,145,32,1993,3401
Tamil Nadu,Wheat,2022,83,21,1283,745
Haryana,Maize,2023,88,25,1175,986
Bihar,Sugarcane,2018,152,29,1223,2247
Bihar,Wheat,2015,189,26,1086,1840
Tamil Nadu,Soybean,2019,237,25,1700,4540
Uttar Pradesh,Bajra,2016,153,33,828,1500
Tamil Nadu,Wheat,2016,211,30,1750,4926
Madhya Pradesh,Soybean,2019,140,30,1571,2822
Madhya Pradesh,Wheat,2019,199,21,1889,3718
Karnataka,Maize,2021,180,20,1587,2329
Karnataka,Maize,2020,225,34,796,2702
Tamil Nadu,Maize,2021,197,23,1332,2240
Gujarat,Soybean,2018,137,34,576,1021
Haryana,Rice,2021,247,33,1546,4138
Bihar,Soybean,2022,100,34,513,655
Punjab,Sugarcane,2016,185,22,1317,2205
Madhya Pradesh,Maize,2022,94,26,1482,1454
Rajasthan,Sugarcane,2019,233,25,1714,4563
Maharashtra,Sugarcane,2023,119,32,740,1284
Uttar Pradesh,Soybean,2023,166,20,662,810
Maharashtra,Wheat,2017,216,22,1013,1845
Gujarat,Soybean,2022,84,29,1063,923
Gujarat,Maize,2021,119,24,814,900
Rajasthan,Rice,2016,83,27,1276,1358
Maharashtra,Rice,2015,234,28,1078,3124
Haryana,Wheat,2021,160,21,1711,2153
Haryana,Soybean,2015,203,33,1546,3336
Haryana,Bajra,2023,193,22,1719,2547
Gujarat,Bajra,2015,77,28,1837,1802
Rajasthan,Bajra,2019,176,27,1106,1974
Tamil Nadu,Bajra,2018,249,21,1169,2620
Madhya Pradesh,Wheat,2018,156,22,1397,1661
Maharashtra,Bajra,2017,222,24,1118,2563
Uttar Pradesh,Wheat,2020,88,29,1911,1587
Madhya Pradesh,Bajra,2015,144,29,1557,3022
Haryana,Wheat,2020,138,30,1068,1654
Uttar Pradesh,Rice,2015,144,28,1874,2879
Maharashtra,Soybean,2018,117,33,604,855
Bihar,Rice,2015,91,34,1757,1856
Karnataka,Wheat,2018,226,23,702,1471
Rajasthan,Soybean,2021,148,31,529,922
Gujarat,Soybean,2015,166,20,1950,2299
Maharashtra,Bajra,2017,208,32,768,1805
Karnataka,Maize,2020,73,22,994,664
Maharashtra,Sugarcane,2018,200,22,1555,2908
Madhya Pradesh,Wheat,2020,220,31,1373,3978
Maharashtra,Maize,2021,156,23,925,1503
Rajasthan,Wheat,2020,116,33,521,664
Bihar,Maize,2015,193,32,1244,2718
Karnataka,Rice,2018,186,35,1940,5939
Punjab,Maize,2017,115,28,986,1165
Maharashtra,Soybean,2020,195,30,1276,2804
Karnataka,Wheat,2019,186,24,1759,3185
Maharashtra,Wheat,2020,201,22,1155,1686
Haryana,Wheat,2019,135,24,1483,2213
Karnataka,Maize,2020,113,29,825,1094
Madhya Pradesh,Rice,2018,84,31,808,971
Madhya Pradesh,Rice,2017,174,26,748,1604
Karnataka,Soybean,2016,179,25,1141,2241
Maharashtra,Wheat,2020,83,35,920,1138
Madhya Pradesh,Sugarcane,2023,166,20,1266,1895
Madhya Pradesh,Rice,2023,92,33,754,1006
Karnataka,Soybean,2017,223,29,1615,3861
Gujarat,Rice,2015,194,34,1622,3442
Tamil Nadu,Bajra,2022,124,31,941,1483
Haryana,Wheat,2021,110,31,1229,1673
Gujarat,Maize,2020,154,32,1663,3324
Tamil Nadu,Soybean,2021,163,32,593,1042
Bihar,Soybean,2016,132,27,1999,3385
Gujarat,Bajra,2018,90,27,830,778
Madhya Pradesh,Soybean,2020,75,34,1481,1666
Bihar,Wheat,2019,213,25,1107,2489
Maharashtra,Sugarcane,2023,88,34,1958,2529
Tamil Nadu,Sugarcane,2019,120,31,1465,1883
Punjab,Bajra,2020,113,29,1541,1878
Uttar Pradesh,Sugarcane,2016,70,20,957,440
Haryana,Rice,2019,159,22,1592,2604
Rajasthan,Wheat,2020,237,30,1756,4145
Uttar Pradesh,Rice,2020,135,30,648,909
Gujarat,Maize,2023,114,20,1771,1523
Punjab,Rice,2018,85,29,1878,1481
Maharashtra,Maize,2018,221,32,1825,4391
Madhya Pradesh,Maize,2022,224,28,1954,4854
Gujarat,Maize,2022,184,31,1631,3819
Punjab,Wheat,2015,202,26,1339,2773
Punjab,Maize,2015,157,34,676,1480
Madhya Pradesh,Wheat,2015,144,34,1189,2487
Tamil Nadu,Sugarcane,2018,226,25,1440,3246
Bihar,Sugarcane,2019,114,34,1176,1889
Rajasthan,Sugarcane,2017,199,21,999,1446
Gujarat,Wheat,2019,180,32,1139,2817
Maharashtra,Rice,2016,241,21,605,1116
Punjab,Rice,2015,126,32,554,774
Tamil Nadu,Soybean,2023,198,22,1685,2754
Karnataka,Soybean,2018,131,32,559,1107
Rajasthan,Bajra,2017,70,27,793,520
Haryana,Bajra,2016,115,26,1205,1698
Karnataka,Maize,2019,235,29,1548,4708
Rajasthan,Wheat,2022,232,21,1396,2974
Haryana,Soybean,2015,174,32,1863,4318
Maharashtra,Rice,2016,205,31,1406,3866
Uttar Pradesh,Wheat,2016,161,21,998,1400
Karnataka,Wheat,2021,171,31,1384,2953
Maharashtra,Rice,2019,159,21,1705,2500
Uttar Pradesh,Rice,2015,229,27,1554,3974
Karnataka,Sugarcane,2018,129,23,1650,2120
Karnataka,Wheat,2020,138,23,854,1050
Haryana,Bajra,2020,136,24,650,943
Karnataka,Rice,2018,78,21,1476,911
Haryana,Sugarcane,2022,144,27,1755,2226
Maharashtra,Rice,2020,233,23,1936,4882
Maharashtra,Sugarcane,2015,212,21,634,1203
Karnataka,Soybean,2015,223,33,1874,5848
Maharashtra,Maize,2019,181,34,1246,2835
Punjab,Rice,2017,88,21,1004,727
Madhya Pradesh,Maize,2016,144,22,1285,1861
Gujarat,Bajra,2021,95,27,1236,1503
Gujarat,Soybean,2017,112,33,1888,2653
Uttar Pradesh,Sugarcane,2023,79,35,756,995
Haryana,Sugarcane,2020,93,26,1278,1333
Uttar Pradesh,Sugarcane,2017,204,30,1157,3226
Rajasthan,Sugarcane,2018,135,30,1702,2631
Uttar Pradesh,Bajra,2020,208,32,1586,4431
Uttar Pradesh,Maize,2019,93,26,1103,958
Tamil Nadu,Soybean,2020,225,20,1031,1659
Rajasthan,Wheat,2022,167,30,1227,2804
Bihar,Wheat,2018,147,20,1544,1550
Uttar Pradesh,Sugarcane,2021,234,28,1802,5350
Maharashtra,Soybean,2017,157,23,1953,2957
Tamil Nadu,Maize,2018,151,29,1600,2865
Haryana,Bajra,2020,183,21,781,1106
Maharashtra,Rice,2018,153,26,1366,1826
Haryana,Maize,2016,169,35,1170,3225
Gujarat,Maize,2020,204,32,1662,4893
Madhya Pradesh,Wheat,2020,115,32,1005,1389
Haryana,Wheat,2016,175,32,527,1210
Rajasthan,Maize,2023,197,35,777,2352
Rajasthan,Sugarcane,2015,184,20,517,822
Punjab,Rice,2017,200,32,972,2976
Gujarat,Sugarcane,2015,237,30,509,1234
Madhya Pradesh,Soybean,2019,87,27,1461,1224
Karnataka,Wheat,2023,133,26,1699,1908
Bihar,Wheat,2016,175,29,1955,3370
Karnataka,Wheat,2015,111,34,1705,2435
Rajasthan,Maize,2023,136,34,535,1152
Haryana,Wheat,2018,109,21,1242,1132
Madhya Pradesh,Maize,2016,124,34,518,964
Uttar Pradesh,Bajra,2020,82,27,1090,839
Tamil Nadu,Bajra,2021,172,27,852,1817
Maharashtra,Rice,2020,203,35,1404,3656
Maharashtra,Sugarcane,2022,76,32,1397,1223
Maharashtra,Soybean,2022,232,27,1041,2853
Uttar Pradesh,Wheat,2016,180,26,1842,3325
Punjab,Wheat,2023,187,30,632,1553
Maharashtra,Soybean,2020,161,30,1891,4368
Rajasthan,Bajra,2018,107,26,1570,1561
Tamil Nadu,Maize,2015,203,24,1398,2971
Maharashtra,Soybean,2018,87,21,833,714
Haryana,Rice,2015,117,26,1682,2028
Karnataka,Maize,2018,224,30,1628,4916
Tamil Nadu,Rice,2019,174,24,1507,2151
Bihar,Wheat,2023,110,27,1581,1765
Bihar,Sugarcane,2023,181,27,1947,4196
Rajasthan,Maize,2023,147,31,1026,1739
Uttar Pradesh,Maize,2023,138,26,876,1257
Karnataka,Rice,2015,113,25,1157,1451
Bihar,Sugarcane,2017,226,29,1129,3139
Karnataka,Rice,2017,160,21,1265,1973
Madhya Pradesh,Maize,2019,205,34,600,1618
Haryana,Maize,2021,96,24,1896,1771
Uttar Pradesh,Bajra,2020,185,30,1949,5172
Punjab,Bajra,2017,101,25,1000,1120
Karnataka,Rice,2018,212,26,1256,2644
Haryana,Rice,2019,119,32,790,1245
Madhya Pradesh,Maize,2023,140,26,1231,2082
Uttar Pradesh,Rice,2022,90,33,1902,2395
Haryana,Bajra,2023,208,27,594,1600
Punjab,Soybean,2021,115,28,673,752
Gujarat,Sugarcane,2020,236,20,1917,4107
Tamil Nadu,Soybean,2015,187,22,941,1457
Uttar Pradesh,Wheat,2016,147,33,1840,3473
Uttar Pradesh,Sugarcane,2015,232,21,1614,3696
Bihar,Rice,2019,82,20,628,488
Maharashtra,Bajra,2023,168,24,1189,2237
Tamil Nadu,Rice,2023,124,26,577,712
Rajasthan,Rice,2018,151,22,908,1122
Uttar Pradesh,Sugarcane,2020,184,32,1700,3465
Gujarat,Rice,2023,167,33,1029,2521
Bihar,Maize,2015,201,23,1963,3300
Uttar Pradesh,Bajra,2017,166,20,1938,2850
Punjab,Bajra,2020,149,25,793,1318
Bihar,Rice,2020,106,24,854,712
Gujarat,Soybean,2020,159,25,1240,1910
Punjab,Soybean,2016,163,23,1025,1506
Haryana,Maize,2018,203,32,1069,2757
Punjab,Bajra,2016,92,20,526,441
Punjab,Wheat,2015,144,23,1513,2147
Haryana,Rice,2018,105,27,1927,2167
Bihar,Rice,2017,106,24,1304,1087
Punjab,Maize,2022,123,33,1985,2626
Rajasthan,Maize,2018,188,33,1724,4447
Tamil Nadu,Sugarcane,2019,248,26,745,1578
Rajasthan,Maize,2020,153,35,803,1442
Rajasthan,Wheat,2021,84,24,1144,984
Uttar Pradesh,Sugarcane,2019,95,23,560,495
Bihar,Soybean,2023,179,27,1375,3149
Punjab,Soybean,2015,150,32,685,1252
Uttar Pradesh,Sugarcane,2016,136,29,914,1656
Rajasthan,Bajra,2022,97,23,1078,977
Karnataka,Bajra,2017,250,21,1401,2615
Tamil Nadu,Bajra,2019,108,32,1489,1961
Punjab,Sugarcane,2018,75,21,702,455
Karnataka,Bajra,2018,70,27,1975,1736
Rajasthan,Soybean,2022,120,29,585,877
Rajasthan,Soybean,2018,149,21,989,1213
Uttar Pradesh,Bajra,2021,181,31,1070,2028
Gujarat,Rice,2018,234,26,700,1892
Uttar Pradesh,Wheat,2018,130,29,908,1115
Maharashtra,Bajra,2015,195,32,1352,3058
Rajasthan,Soybean,2022,178,29,1051,1990
Gujarat,Bajra,2016,163,30,1252,2449
Maharashtra,Maize,2019,231,20,762,1170
Tamil Nadu,Maize,2019,95,20,1284,920
Uttar Pradesh,Soybean,2021,82,20,735,543
Karnataka,Maize,2021,107,30,1007,1425
Madhya Pradesh,Bajra,2021,99,35,1810,2025
Haryana,Bajra,2019,80,31,1205,1117
Rajasthan,Maize,2023,111,34,1826,3080
Uttar Pradesh,Wheat,2022,166,22,1402,2120
Bihar,Wheat,2018,125,32,1161,2137
Rajasthan,Sugarcane,2019,228,22,1863,4250
Rajasthan,Bajra,2020,163,26,1807,3384
Uttar Pradesh,Wheat,2023,97,20,1948,1300
Punjab,Maize,2023,181,24,1945,3518
Madhya Pradesh,Rice,2021,121,20,727,668
Uttar Pradesh,Bajra,2015,213,21,1596,3217
Madhya Pradesh,Wheat,2016,81,32,884,784
Bihar,Wheat,2015,199,32,608,1670
Karnataka,Soybean,2022,120,23,875,791
Maharashtra,Bajra,2016,81,21,1280,928
Madhya Pradesh,Rice,2015,233,20,1630,2810
Haryana,Sugarcane,2016,216,20,1620,2751
Bihar,Maize,2022,213,30,1086,2647
Rajasthan,Maize,2022,229,29,1932,4122
Rajasthan,Wheat,2023,247,21,882,1551
Madhya Pradesh,Soybean,2018,169,24,789,1369
Maharashtra,Wheat,2022,186,35,1627,3796
Karnataka,Bajra,2020,178,22,600,889
Uttar Pradesh,Sugarcane,2021,214,20,1829,2619
Gujarat,Rice,2022,71,26,1879,1336
Punjab,Rice,2019,121,29,1218,1987
Maharashtra,Wheat,2016,84,30,1895,1874
Tamil Nadu,Rice,2019,137,26,624,1042
Punjab,Wheat,2021,222,29,1501,3998
Tamil Nadu,Sugarcane,2017,219,27,1993,5050
Bihar,Maize,2015,114,26,1806,2160
Gujarat,Maize,2016,129,25,1133,1490
Punjab,Wheat,2021,103,20,632,525
Gujarat,Maize,2015,78,22,625,473
Punjab,Maize,2017,208,30,1585,3802
Bihar,Soybean,2022,95,21,1883,1684
Punjab,Bajra,2015,221,24,1181,2516
Gujarat,Sugarcane,2018,225,34,1439,4600
Maharashtra,Sugarcane,2015,215,23,1594,3144
Haryana,Rice,2022,101,34,702,1064
Gujarat,Maize,2021,87,24,1702,1629
Madhya Pradesh,Wheat,2015,128,30,736,1200
Rajasthan,Maize,2020,94,23,1585,1415
Haryana,Soybean,2017,131,25,1875,2044
Karnataka,Bajra,2015,117,20,1054,960
Bihar,Soybean,2015,183,29,948,1825
Rajasthan,Maize,2019,76,30,1771,1808
Tamil Nadu,Maize,2016,86,26,1941,1640
Bihar,Soybean,2022,108,20,1093,1077
Rajasthan,Soybean,2020,96,28,1994,2188
Rajasthan,Soybean,2022,80,24,1027,730
Rajasthan,Soybean,2015,239,26,1484,3189
Uttar Pradesh,Rice,2016,97,35,858,1102
Tamil Nadu,Soybean,2016,190,34,789,2278
Uttar Pradesh,Sugarcane,2015,145,25,1606,1910
Uttar Pradesh,Sugarcane,2015,225,31,1282,3909
Madhya Pradesh,Rice,2021,140,23,1315,1923
Gujarat,Sugarcane,2016,226,29,1526,4477
Madhya Pradesh,Rice,2016,132,23,712,881
Madhya Pradesh,Maize,2016,128,32,654,1242
Uttar Pradesh,Bajra,2016,72,35,1899,1791
Karnataka,Wheat,2022,103,27,864,1030
Tamil Nadu,Sugarcane,2020,176,28,596,1265
Rajasthan,Rice,2019,243,32,551,1516
Karnataka,Maize,2022,184,32,538,1325
Maharashtra,Rice,2017,108,23,1132,1079
Tamil Nadu,Wheat,2021,208,29,725,1690
Tamil Nadu,Rice,2018,153,24,1832,2599
Uttar Pradesh,Bajra,2023,213,31,700,1799
Punjab,Soybean,2023,74,26,1012,839
Karnataka,Rice,2018,134,22,954,1112
Punjab,Maize,2022,234,34,1316,4643
Madhya Pradesh,Bajra,2023,189,24,1577,2998
Rajasthan,Bajra,2020,140,28,1527,2385
Punjab,Rice,2016,212,35,1697,4352
Haryana,Maize,2019,225,28,1491,4333
Uttar Pradesh,Rice,2023,238,33,1319,3464
Rajasthan,Rice,2015,168,35,1949,5211
Gujarat,Wheat,2023,138,23,1291,1849
Haryana,Sugarcane,2015,186,27,1616,2737
Karnataka,Wheat,2022,181,30,1178,2330
Maharashtra,Sugarcane,2023,147,31,1272,2018
Rajasthan,Bajra,2022,133,27,1302,2156
Maharashtra,Soybean,2021,187,22,1866,2905
Punjab,Sugarcane,2023,168,24,548,912
Maharashtra,Soybean,2020,206,25,952,1591
Gujarat,Rice,2021,154,31,814,1304
Punjab,Soybean,2017,76,20,1060,601
Rajasthan,Sugarcane,2020,121,34,943,1424
Karnataka,Maize,2015,163,22,1815,2683
Karnataka,Bajra,2017,168,24,802,1427
Uttar Pradesh,Sugarcane,2019,78,32,967,998
Uttar Pradesh,Rice,2023,194,34,1066,2800
Punjab,Bajra,2019,173,21,1966,2738
Punjab,Rice,2021,75,21,1041,659
Punjab,Sugarcane,2023,185,31,1905,4265
Karnataka,Wheat,2016,128,29,647,1036
Madhya Pradesh,Wheat,2021,114,35,1837,3286
Bihar,Bajra,2017,115,34,1084,1393
Rajasthan,Bajra,2023,157,35,871,1845
Rajasthan,Maize,2015,248,22,1762,3078
Karnataka,Maize,2023,110,34,1139,1686
Rajasthan,Wheat,2020,86,26,583,616
Uttar Pradesh,Rice,2022,206,20,1083,1679
Haryana,Wheat,2019,157,20,637,773
Madhya Pradesh,Maize,2019,70,32,1034,850
Uttar Pradesh,Soybean,2020,142,21,1716,2109
Haryana,Sugarcane,2023,172,31,1332,2353
Madhya Pradesh,Bajra,2021,202,22,656,1108
Uttar Pradesh,Sugarcane,2021,93,31,1537,1794
Haryana,Sugarcane,2019,187,32,1552,3665
Maharashtra,Sugarcane,2020,116,22,1422,1695
Bihar,Sugarcane,2019,97,29,1591,2083
Maharashtra,Soybean,2022,223,25,634,1200
Maharashtra,Maize,2023,89,34,1799,1822
Rajasthan,Bajra,2015,221,35,1563,5001
Maharashtra,Maize,2018,78,24,852,527
Tamil Nadu,Rice,2015,228,33,708,2196
Bihar,Bajra,2020,119,31,984,1620
Rajasthan,Rice,2023,244,32,1690,5021
Karnataka,Sugarcane,2023,171,27,934,2005
Karnataka,Sugarcane,2022,167,34,1267,2423
Haryana,Wheat,2022,78,21,1164,764
Karnataka,Sugarcane,2016,191,24,542,826
Rajasthan,Rice,2017,236,29,1697,5394
Haryana,Bajra,2016,153,22,1402,1741
Maharashtra,Sugarcane,2023,100,31,1352,1720
Gujarat,Maize,2015,88,20,1630,1342
Maharashtra,Wheat,2021,110,24,638,543
Karnataka,Wheat,2022,108,20,1891,1475
Punjab,Maize,2019,114,25,1171,1488
Karnataka,Maize,2018,207,28,1333,3398
Punjab,Rice,2023,228,28,927,2087
Haryana,Soybean,2016,247,32,835,2278
Bihar,Sugarcane,2019,132,23,1888,2677
Madhya Pradesh,Soybean,2022,88,32,583,532
Rajasthan,Rice,2017,213,32,1418,4174
Karnataka,Maize,2023,205,26,1791,3511
Karnataka,Rice,2023,179,24,1101,1877
Madhya Pradesh,Rice,2017,174,26,1737,3581
Bihar,Sugarcane,2022,168,31,1800,4262
Karnataka,Wheat,2018,154,27,910,1341
Tamil Nadu,Bajra,2023,155,32,1046,1729
Tamil Nadu,Maize,2017,176,35,1664,4199
Maharashtra,Sugarcane,2018,145,28,634,943
Uttar Pradesh,Sugarcane,2020,177,31,1435,2575
Punjab,Soybean,2021,152,26,1653,2160
Bihar,Rice,2019,145,23,1539,2128
Karnataka,Maize,2015,170,21,1633,2652
Rajasthan,Maize,2015,155,30,741,1295
Madhya Pradesh,Wheat,2021,98,25,1426,1526
Punjab,Maize,2021,229,22,1554,2895
Tamil Nadu,Maize,2017,163,22,1918,2367
Uttar Pradesh,Bajra,2022,108,28,1471,1627
Uttar Pradesh,Soybean,2019,172,35,1573,3719
Bihar,Sugarcane,2016,224,21,1702,3542
Karnataka,Soybean,2018,100,20,843,791
Bihar,Soybean,2023,129,22,1347,1315
Gujarat,Soybean,2020,79,29,1720,1509
Punjab,Soybean,2015,230,25,1506,2992
Tamil Nadu,Maize,2016,144,30,758,1393
Rajasthan,Rice,2021,86,35,984,1179
Haryana,Sugarcane,2018,121,21,1698,1558
Haryana,Wheat,2015,132,27,1319,1621
Gujarat,Wheat,2015,190,25,765,1685
Punjab,Sugarcane,2015,117,21,1560,1266
Punjab,Maize,2016,231,30,763,1811
Karnataka,Wheat,2018,96,25,703,580
Uttar Pradesh,Wheat,2015,87,22,1119,865
Gujarat,Sugarcane,2020,137,30,671,1210
Madhya Pradesh,Sugarcane,2021,211,34,522,1735
Bihar,Soybean,2015,250,32,1923,6772
Rajasthan,Soybean,2019,222,26,1767,4691
Rajasthan,Soybean,2016,72,25,862,635
Bihar,Soybean,2015,241,27,1066,2638
Uttar Pradesh,Sugarcane,2022,224,30,509,1626
Gujarat,Wheat,2018,247,20,1627,3171
Uttar Pradesh,Rice,2020,123,33,1198,1970
Karnataka,Maize,2020,178,32,1611,3213
Karnataka,Rice,2019,152,33,691,1471
Rajasthan,Wheat,2021,242,25,1281,3606
Madhya Pradesh,Soybean,2020,114,34,1129,1502
Uttar Pradesh,Wheat,2015,226,31,1716,4812
Bihar,Rice,2020,116,32,1057,1317
